"There were no problems when signing up. My card information went in with ease. I was able to create a password and everything log in information. Once that was set up, the app became distorted. I wasn't able to see no one activity. Half of the screen was blacked out. After having so much trouble with the app on my laptop, I tried to use it on my phone and ran into the same issues. If it will not work properly then you can not complain bc you can't navigate through the app. Scam!!! Not Legit!",
"The app is great for kids, cute and educational, able to keep me 3yr olds attention. Unfortunately the app is too slow when moving from one area to another, and often freezes up. I have to shut it down and reopen it several times when she plays because it freezes so often. I didn't expect an app that you have to pay for to have so many bugs in it. I just bought a new phone, so I'm sure its the app having issues, not my phone",
"What happened? Have used this for a year, at least, for my daughter has been great. Can't even get it to work now. I stopped the app several times and uninstalled it. At most I can get it to say welcome, then it crashes. I tried to send feedback, tells me I'm not connected to a data service, which is not so. I'm in wifi and have an active data account.",
"Overall this is a grand educational app. One and only one problem I continually have is the book reading. Every time a book is read, at the finish the app hangs and will not progress past that point. you can back up and have it read it again, but it will not allow progression. I have tried every angle around the problem I could find. back up, try to step past it, go through the classroom, complete exit and shutdown. The shut down works but i have to stop the schooling for a bit to let it clear.",
"Highly Dissarisfied. Downloaded this app because my daughters absolute love it, even the commercials. i even bought a new chromebook just to have this app. and it looks like i am not the only one have the exact same issue with lagging, crashing, freezing, will not even open or load. there is something failing on your end and considering the cost of this learning app these issues should have been addressed a long time ago. Whats the point in having an app if you cannot use it! Frustration!",
"Listed as ""#7 top free."" Took a long time to load and then took me straight to a menu to register to try the first month free, then subscribe. There are no games available to just click and play. Free apps should be free with options to buy extras if needed. I don't mind paying for educational materials, but this is misleading and immediately turned me off.",
"This app has the potential to be an amazing resource for teaching preschool aged kids using fun and engaging games. Unfortunately, the app rarely works. We have tried repeatedly to open the app, both on a tablet and on a smartphone, and every time it has frozen and doesn't allow us to get to ""my learning path"". At other times it will randomly redirect us back to the login page. It is so frustrating!",
The app seems to freeze a bit which makes it annoying for my 3 yr old. she either just stops or every few min says its frozen and I have to close the app and completely restart it. Other than freezing I've noticed some things that look like they are part of the app send you to download another. I'm not sure if that's just because of how my daughter got to it or if it's just open somewhere in the app. Love the app over all it has helped with preschool and its helping my 2nd grader a little bit too,
"ABC Mouse is amazing! My daughter used it when she was young, and now my son is using it. They both started on Toddler Time and just excelled from there. It has been amazing. My son calls it his school. He loves the number games and the puzzles. We bought the assessment ad-on and it has been great. I did the assessment first with him and then he started the learning path. Each time he completes a level we go back and reassess, then if he needs extra practice we can work on it. It's great!",
"My kids have been using it for years. They have both been reading well ahead of their peers, and are otherwise academically well rounded. Entering Kindergarten, my son was reading at nearly the 2nd grade level. My 4 year old is reading without much help and learning to write legibly. I'm not a good teacher and they do it without prompting, so I credit this game. They have tried other learning apps but they got bored, but they're always happy about ABCmouse.",
"So far it is the promised fun we were hoping to add to our daughters school work. !It is very slow however with many glitches needing us to close and restart or wait a long time. We have multiple devices we've tried it on; we have upgraded to the highest quality Internet speed just for this (we don't use it for streaming or gaming) and still it's very slow. !It does seem to have many instructional videos and new things but they don't integrate into the learning path, you have to go searching.",
"I absolutely USED to love, love this app. until the update. We've tried experimenting with and getting used to it. The more we use it, the more it looks like many options are missing. My child used to like to color both the boy and girl pictures; listen to boy and girl books. This is no longer available. She used to listen to the different fun environment info & sometimes do the quiz after. That is no longer an option. The app has never been left hand friendly, but we've gotten used to it. Now it's not even child friendly.",
"It's a nice app but hopelessly buggy and slow and its not my device causing the problems. I'm constantly having to restart the program for my daughter because it freezes. Look at the reviews and you'll see this is a common complaint and it has been for years. Don't tell me to just get in contact with you, ABCMouse. This will only get fixed by hiring better programmers. edit: lowering review even further. Unbelievably buggy, freezes constantly. This level of junky programming is unacceptable.",
"Cancelled our subscription. The content is great, Unfortunately, the app ran so slow and poorly, that I found my child becoming disinterested while waiting for the next activity to load. We tried logging on from all of our devices both new and older. We also tried from our computer, and using both wifi and LTE connections. The results were always the same. This is what led to our cancellation. For what the content is, it should be running much faster. Especially on brand new devices.",
"My daughter is 2 (almost 3) and LOVES ""school"" time thanks to ABC Mouse! I've seen commercials for years, but I felt like she was too young for an online learning program. However, when I was having trouble motivating her to read or work on letters and numbers from workbooks, I thought I'd give it a try. Since we started a month ago, she's mastered counting to 10 and almost has her ABC's down independently. Maybe even more importantly, she picks up books all the time now and loves reading!",
we registered for ABC mouse on a family member's computer my 4 year-old loved it and didn't want to stop playing it. it is an amazing system to use for fun learning. we don't have a computer at home so I down loaded the app. The app is horrible compared to my computer experience. if she clicks the learning path it just loads but never really loads. same thing happens for other areas. in the library section she will pick a book but the pages are plain with no words. Very disappointed.,
"I love it, all three of my children use it! It helps me realistically see where each one of them needs to focus more. My Eldest is in 4th but when i had her do the 2nd grade assessment it showed me an area of sentence structure she needed help in. The program is amazing! It immediately pulled practice activities and she retested the same night. As a parent any area your child needs to be sured up in academically you want to catch it sooner than later.",
"This app takes forever to load, my daughter doesn't have the patience to wait 30+ seconds between screens and frankly, neither do I. For a paid app it's ridiculous. I thought it was the device but have downloaded it on multiple devices with the same result each time. Super disappointed since the commercials make it seem like such a great learning tool for kids.",
"apps are ok, makes learning fun, but from my Samsung galaxy 9, or my iPad. it glitches it let's me delete an account then I try to set up a new one and it shuts off ( closes the app). then when I re open the app it won't let me finish making the avatar, and I can't delete the old one to make a new one on the account, there is no option. trying to set it up is more work than having your child play with it. not worth it.",
I just have it for a week yet. I got it for my 2 year old cause she seems to be behind in talking. Within this week I see so much progress. Not sure if it's because of this program but I'm satisfied. Update after 1 1/2 months. My daughter keeps getting better at speech. And she enjoys working with ABCMouse. She struggles with the painting part. Maybe I have to switch to a tablet cause we do it on the cell phone. Reading books is her favourite feature. Helped us alot during pacifier weaning time,
"This used to be amazing and work fantastically on all devices, but it has been nearly impossible to use on mobile devices--it barely loads, the features are not available or they freeze. I have a frustrated little person! Works fine on a PC, but we're rarely on a PC...",
"Update: I originally had issues with the app, but after finally finding out how to contact them, I was able to get the app working again. Although the website is good, it uses old tech (flash player) for a lot of the learning path. This may cause issues with some browsers and cause the app to not work properly. All-in-all, the app is OK but really needs some updating.",
"We loaded this app on a Samsung Galaxy Tab A. The app is buggy, slow, and on several occasions has spent 30 minutes + trying to load a module. In addition, it sometimes doesn't log my daughter's progress returning her over and over again to the same spot on the learning path. I would like the app to allow parents to help define the learning paths with focus on certain skills or modules.",
"Absolutely amazing, I love it. Although we are experiencing a global pandemic that leaves many of us uncertain as to when things will ever get back to normal. ABC Mouse has offered my toddler (4 year old) the perfect opportunity to learn preschool/headstart learning objectives across the board such as: reading, mathematics, shapes, colors and so much more. No I am not a spokesperson nor a marketing agent. I am just a proud parent. Thank you ABC Mouse 💞🥰",
"App is a joke, it ALWAYS crashes! Tried on kindle, Samsung phone, and iPad and nothing works for more than 5 minutes before it freezes and crashes. It has the exact opposite effect on my 5 year olds learning from what I was hoping for. As soon as she gets into a lesson or two it crashes leaving her frustrated and upset. Such a rip off, won't be renewing this garbage.",
"***Edit: We had a technical issue that required quite the troubleshooting to resolve. The customer service was exceptional and after 24 hours we were able to resolve it. The app is obe of its kind and provide grear variety of educational activities and games. We love the app and used it for over a year. All of the sudden it stopped working. I reinstalled and even factory reset my device. Just emailed about pausing subscription, but wondering if others have this issue.",
"I would love to rate this app 5 stars. The lessons,stories,songs, etc, are great.!!! My 4 year old loves them. My issue is it glitches DAILY!!! It becomes frozen right in the middle of lessons. It is so irritating. But I have recently updated the app. Hopefully it fixes the problem. I subscribed for the free month and signed up for the 12.99/month subscription because we loved it so much. If the update does not help the glitches, Im discontinuing the sub and finding something more suitable.",
"One word to describe this app - GLITCHY! You know it's bad when your toddler wants to throw the device because of so many app bugs (and so do i). Tried the app feedback site, but it is pointless since I have this app on different devices - and it performs the same on each platform. The biggest glitch I hate is when he has completed an activity, but it doesn't go back to start another one. It stays on it forever until we have to close it out. This is now an everyday thing. Uninstalling and reinstalling doesn't help at all. This app feels like its underdeveloped.",
"I installed the app on my phone to see what was available for my daughter when she is old enough to navigate the app and immediately realized the app is completely locked down unless you sign up for their subscription service. I figured I would have to pay for advanced features or individual lesson packs, but would have the opportunity to look at the cirriculum and how its organized before I made a decision. Nope. They want that commitment to the subscription before you do anything. The ""one month free"" requires a credit card number to get started. No thanks. I will just use the handmedown leapfrog stuff my mom gave me.",
"Used to have this service and picked it back up. Marked difference in how well it performs. Thought it just didnt like droids but trying to run it on pc browser is worse. The buttons that do work take forever to load, if they load at all. All my platforms are updated and work fine with other programs. Really disappointed.",
"What is happening with this app, because it wasn't like this the last time I used it over a year ago? Is there some accessibility option I need to turn off? From the start at login it uses some integrated keyboard instead of my phone's keyboard and there's a robotic voice on 2x speed narrating everything you do and giving instructions. Typing on the keyboard is garbage. The poor touch interface isn't just the keyboard, but everywhere in the app. Stick to the web browser.",
I have three kids who use this app and I use it on three different devices which are all different brands. In the middle of a game or activity it will kick them off or at the end of their learning path when they are picking an award. They get extremely frustrated because in about a 15 minute period it has crashed for my 7 year old 4 times.,
"This app has been a great experience for my kids so far. Having all the same features and functions from desktop to touch device suited even for the smallest of hands. We don't use it as strictly an educational tool, though that's the main purpose, but we also use it for story time all the time and for general free time because they love the games too.",
"Trouble Getting Things to Load My niece has been trying to do the Learning Path and other activities, but once she clicks them, it just stays on the white background and never loads. We've been having this issue for a little over a week now, and there are no pending updates for the app. We had been using the app since the school cancelations because we don't have a printer to print off her school work. This is our first time using ABC Mouse and she really enjoys it. I hope you guys find a fix.",
"We downloaded ABCMouse because our school was closed due to covid-19. It has been frustrating since day one and I feel horrible for anyone who paid full price for this! It lags, it's slow, and you can't get past the loading screen half the time. As a teacher I could not see using this in class, especially with elementary kids. I have tried going through their website only to get error messages.",
"I just uninstalled and reinstalled, switched his level and it's back to level 7. This issue has literally existed for years! The application allows kids to just push buttons and advance past activities not learning the material. Then at a certain point that stops working and they have to answer correctly. Each time my children get to a point they can't work through any longer I have to contact customer service. Each time I get the run around about uninstalling that doesn't work.",
"Cannot cancel. Tells me to reinatall but won't let me. I've freed up 2gigs and restarted my phone. This has been going on for a month! Also, it was confusing navigating the app as a child or adult unless you pay extra for a child eval for customized placement/experience. Was a waste of money from the start. There are free learning apps out there that are way better and more user friendly.",
"My two-year-old loves this app, and it's the only one she uses. I always start her out on her personal journey when we open the app and she'll do a few activities before anything else. It allows her to do anything from reading and math to art and music... She can even learn about animals and care for different digital pets. The worst thing she does is go shopping with her tickets to buy the same thing multiple times; but I can just redirect her myself in a matter of seconds.",
My toddler loves it & not having to worry about pop up ads being clicked on is such a blessing. I also have seen the impact on my child's education in a good way. Only things I don't like as a parent is the lack of competition in some of the games as I've noticed you are always a winner but hope that changes as my child gets further down the road. I also don't like how you can quickly skim through books and still be credited for it. Lastly not being able to sell unused items bought with tickets,
"Paid and can't even get the app to open Updated from 1 to 4 stars: their customer service was pretty good. After explaining to me that my phone wasnt compatible with the app, they granted me a refund, ended my subscription and sent email proof that everything was taken care of. Which is more than I can say for alot of other companies that pretty much scam you out of your money",
Horrible. I just bought a year subscription and downloaded the app. I can't even get the app to open. It keeps glitching and exiting the app. If it doesn't do that it doesn't load at all. Just keeps spinning. Very mad since I just bought a year subscription.,
"My DD is 6yrs old and wanted try it. I had signed up previously when she was 3 yrs old but I was charged the annual fee only a couple of few days into the trial period. This was thankfully refunded. On this occasion the month trial was good so I signed up for the monthly, however, Ive seen another charge thats coming out of my bank account, as well as the £12.99 monthly charge, of £3.95. I have no idea why I'm being charged this so I'm cancelling again as I didnt sign up for this.",
"We loved this app until the most recent update when it abruptly stopped working. It crashes constantly and freezes my entire device. Extremely frustrating as it was not a cheap app, and my son really enjoyed it and was learning.",
"I wish they could get this to stop crashing on my phone. I pay for a yearly subscription, and my child can't even use it half the time because it keeps crashing and closing. Only one that we can use it on is a tablet that has to be connected to a charger 24/7 for use.",
"I got ABCmouse for my daughter, who was struggling with her schoolwork. Since downloading the app, my daughter's schoolwork has significantly improved. I'm so thankful for ABCmouse. She loves all the little side adventures and the tickets. Oh, the ticket dance she does is excellent. Our whole experience has been magical. Thank you ABCmouse!",
It tends to freeze A LOT. It has great games and is fun for my 5-year-old. He gets frustrated because he'll complete an activity and it freezes and he loses his progress,
I'm having the same issue. My son hasn't been on for months and now it crashes each time he opens it. It's been updated and reinstalled. Continues with the sam3 issue.,
Kinda easy to use for most of the games. I do watch the children purposely make mistakes because those sounds are more fun to hear than the you got it correct sounds.,
Really unhappy with the app.. Everytime I open its throws me out and I also have no way of cancelling the subscription because I can't stay logged on long enough. Plus I cannot cancel through Google. Really disappointed. And I am just losing money 🙁,
Every time I open the app it closes itself out won't even let me register do anything a waste of my money if I could give it 0 Stars I would just wanted to add more after I finally got on my laptop and finish registration have finally been able to get the app to work somewhat on the tablet but yet get to work on my phone,
"I bought this for my 3 years old son for $50. Worked only for a week now it only crashes and doesn't work. Don't buy it, it isn't worth it!!!!",
Absolute trash. Can't even load the app to cancel my subscription. I have installed and reinstalled it several times and can't get past the start-up. Do not recommend it at all.,
"This app is great for educating toddlers, but it has too many bugs. My daughter can play all the games, but when she clicks the learning path, it turns the app off. If this can't be fixed immediately, then I would like a full refund.",
"Great little app for kids, seems to be a very honest company that even sends reminders they will renew soon! I used it during the summer and will be returning next year! Thanks you.",
Content of the app is great but the app is very slow and taking long time to load when shifting from one activity to another. App needs improvement.,
App not working! How sad! Recently Updated app and app keeps closing upon opening. How can my child learn if the app won't stay open. I paid for a year of service and I'm not able to use what I paid for,
It keeps crashing and I've contacted customer support on chat twice but they stopped responding to me and therefore it's still unresolved and I paid for a year and cannot use this app.,
The app does not work. It keeps crashing. I've uninstalled and reinstalled. Force stopped. Restarted my phone. It doesn't work.,
"Since downloading, the app keeps crashing and will not load. I guess i will not make it past the free trial unless things improve.",
App consistently glitches when you try to log in then you input your payment info get a new password and then it does the same thing all over again. DO NOT BUY TOTAl waste of your money,
ALERT!!! Don't bother using it!!!! They deduct your money while they claim to have given you a trial period for their premium version. And they a very poor refund policy where they never refund your money. Almost all users i have seen and heard complain about this.,
Took the trial period but when itry to get into the app it lets me log in but freezes or cuts out entirely i went onto wwwabcmouse to cancel subscription but its telling me to download app what a load of rubbis if anyone from abcmouse is reading this please cancel subscription,
"It's not working. The app just shuts down and freezes like a 1990s video game on Super Nintendo. I've uninstalled the app. Then, it reinstalled the app. Still continued to freeze up. Hope I get an email from the support team and get it fixed. My 4 year old wants to continue her learning experience.",
It runs faster on my five old tablet than regular kid games. It only takes a few seconds to load. No performance issues whatsoever. My daughter somewhat enjoys the games and loves the videos. She eagerly plays the educational games in order to earn tickets for her pets. She would get bored if it weren't for the tickets- genius idea. It's fantastic for my three year old.,
"ABCmouse- PLEASE CONTACT ME ABOUT A REFUND!!! Saw this advertised on PBS Kids so many times.. And while the idea of this game is wonderful, this game is constantly freezing up and glitches. And its difficult to get out of this game when these issues arise. Just purchased this today and spent around $90 between the annual membership cost and the parent add on to see the results of my kids progress. I wish I would have did the free trial first. Lesson learned.",
"Slow, buggy Ap, with No solutions at $12.99/month... Once we got done with the 1st world, it got buggy and very slow. We spent more time waiting then actually learning. Customer service was no help and only refunded us one month (used 4 in total) and cancelled my subscription without my consent. I only wanted the payments paused until the bug was fixed but customer service said that was not an option. Very disappointing, the ap showed great promise for a learning platform.",
"We signed up yesterday, and the app is extremely glitchy. It freezes or opens to a blank screen and there's no way to get back to the main page. Our internet is fast and we've tried on multiple devices. Definitely will be canceling.",
"The website just charged me 19.75 which I find pretty strange as none of their programs cost that. The app hardly ever works right. The website, once you log in, wants you to download the app and that's the only option you have for navigation on the site. I'm very unhappy with abc mouse on the whole. Update: I contacted the company and they tried to tell me my account had been terminated in April and asked for the last four digits of my card. They've stopped responding so far.",
"Paid $30 USD for the annual plan a year ago. The payment was declined because the they have on file expired. Now they are asking for $80 a year. Also, I've never agreed that they'll save the payment information or use it to charge me for a renewal. Both of these issues are really suspicious. Why is this organization trying to scam people like this?",
"This app use to be good, now it's a nightmare. I had this issue a few months back and it's happened again. I open the app but it's stuck on the loading screen. I have uninstalled and reinstalled it three different times and it isn't working. This is getting beyond annoying.",
"I paid today and the app won't even load. Just kicks me out every time. Very frustrating, I'd like a refund!",
"SCAM!!! SCANDALOUS THEIVES!!! CON ARTISTS!!! They have taken money for products they promised and never delivered. I asked for a refund and they couldn't deliver on that either... Just stay away from this kinda of things, as it's all just a scam... BTW, their programs are not good for keeping children entertained, are so very outdated, and exhibits lack of quality.",
With the new update my son can't use it will not let us in and app will not fully load. I can't even cancel without the app.,
"All I can say is THANK YOU to the creators of this app! In a world full of apps that want to shape our children, I appreciate this amazing app that instills good quality education with fun!",
"ABC is an excellent educational app designed to provide engaging and entertaining content for children. However, as many low-end budget Android devices are limited in terms of their hardware specifications, users may experience difficulties when using this app. These devices may experience lags or crashes while running the app, which can make it challenging to use. It's essential to remember that these issues are not the fault of the app developers but rather the hardware limitations of budgets",
"Great app! My kids love the games, they are educational and keep them engaged! Unfortunately lately the app is crashing lately",
App keeps crashing since latest update. Really frustrating when I'm trying to have child use to keep educational mind to him.,
Just signed up for it and I can't even open the app! Constant crashing! This better be fixed quick or I'm canceling. Can't even get 2 seconds of experience.,
"My son has been using ABCMouse since he was a baby. This app has helped him tremendously especially since I homeschool him. This app has helped him advance. He knows so much and is only 2 and a half. I recommend any mother or father who has a child or children to download this app, get that subscription and let your child or children get to learning. There is so much for them to do in this app especially if you work from home and just want your child or children to learn, educationally.",
I want my money back. I bought a year subscription just for the app to crash every 5 seconds,
To many glitches. When an assignment is complete the children get the joy of seeing that green checkmark letting them know it has been completed. Sometimes the checkmark is not given making hard to progress. FIX PLEASE!,
"App never wants to load. It keeps crashing, and it doesn't want to load some activitys.",
Ok overall.. My only issue with the app is that it is dependent on internet connection. You have to wait doe loading slas well There are spots where that is not possible. Needs to be usable with or without internet to keep the fun going.,
Really tried to have this work for my kids. Don't bother with this app. It lags and that's if it even bothers to open. I'm seriously so frustrated. I've tried to make this app work for 2 years now. I've PAID MONEY for it not to work at all for 2 years. Definitely disappointed.,
I'm already in third grade so I decided to install ABCmouse because the ad looked cool but then I noticed that I had to pay or something and I'm like I'm not paying for all that some like maybe in the morning I can tell my mom about this and I got school tomorrow because I just spended two weekends of fun because I went to the children's museum here in Baltimore Maryland it was a great fun but it was short because they close pretty early and this is me from the year 2021 signing out seya later,
The app kept crashing and I was told by the developer to uninstall and reinstall and restart the tablet. Did that and the app is still glitchy. Don't waste your money. Also the learning path is mostly just videos for the kids to watch.,
"This is wonderful options for kids. LEARNING. it's fun, educational and they are having fun while learning numbers, letters, animals, colors everything. It's great for in on a road trip.",
Was working great for years... lately something is not right. Tried uninstalled... well we may have fixed it...,
"Horrible app. So when I try to sign in and put in my email and password, It would say it""s incorrect. I needed help remembering my password, I didn't receive my email, and I've been waiting for the email to come, it didn't. DOM'T WASTE YOUR TIME DOWNLOADING THIS APP!!!!!",
"Always crashes, slow to load. Very frustrating to use.",
"The app does not seem to work. Not even once I was able to use it. I've already unistalled and reinstaled but it still crashes ever time, and I already paid the membership through the website.",
My daughter and Grandson both used this app. This last year before they started kindergarten and they had fun and learned more than I realized,
"I don't understand why such a popular kids learning service has such a terrible app. Telling my 3&5 year old to ""let it load"" and ""stop pressing things"" is not what I pay a subscription for, so not renewing when it comes up. Such a shame that all that content is basically wasted because it won't load properly and takes forever. It makes all of us so sad.",
"This app is virtually unusable on both my Android tablet and Android phone, every click takes seconds to respond to the point my kids get very frustrated and give up and go to a different app. Very disappointed.",
The abc theater portion does not work. None of the videos play.,
I can't stop playing this is addicting thank you this is my favorite app ever thank you for this whoever made it it's the hardest part is choosing what to play amen this is the best game ever,
Just did the latest update and now the app keeps shutting down before the it even loads up.,
Terrible connection issues. Makes the application unusable since you need to sign in to do anything. Cannot connect on any of the devices in the home.,
"I purchased this for two of my children spending nearly $200. Well NO ONE in my household could figure out how to even use the app affectively. I contacted support for a refund due to my extreme dissatisfaction, but they told me they could not offer refunds. I paid for a year for both of my kids and neither of them have even used the program. A complete and utter rip off.",
I've had this for over 2 years. The kids understand it and the games change often to keep their interest,
"This is the slowest learning app on all our tablets. We've loaded it onto three different ones to see if its a device issue. The kids love it, have fun and the activities are great, but they give up quickly when it lags for more than 30 seconds. Any tips for getting it to run faster or is it just getting a lot more users slowing down the system because of the lockdowns? Hope we get to enjoy it. I'm not sure I'd pay to renew next month with these problems.",
Not good. Bot bad. Definitely has some connection issues. Some devices of ours sometimes won't connect at all. But connect fine on other devices. Constant freezing. Glitches. Bugs. It's slow and takes a little while to load. Especially on older devices. Causes impatience with my toddler waiting for the next assignment to load. But this has been a really good app in regard to her learning and it has so much potential. Get rid of the glitches and do some development of this software,
"Horrible app. Can't get a monthly, yearly price without adding my credit card. If I do that, I'm locked in. You need a better explanation of price listing. I added now deleting, for that reason.",
"Yeah, this app is Great and all, my 10 year old loves it! But it's about the glitching. I tried multiple times to reset on his tablet, but it's still frozen. I need you to fix this",
"Got the app and haven't been able to open it, NOT EVEN ONCE, keeps crashing",
Extremely buggy. This app crashes and freezes constantly. It's causing my 4 year old to get frustrated to the point she no longer enjoys the app. Buyer beware. I'm using a Galaxy S21.,
Garbage! Crashed multuple times within the first 10 minutes. Not helpful with a crying toddler!,
My daughter likes this app but I can't get it to work. I've even uninstalled and restarted my phone but it just closes out or doesn't even load):,
"After downloading, I was looking forward to browsing through the content as an early childhood educator. However I could not even have it sign in properly. I went to forgot password and it popped up in order to input a new password through a sent email link. But before I could even input anything the page sent me back to the download page. A very disappointing letdown. Until this is fixed I genuinely can't rate this any higher.",
"App not working most of the time. For the past week , unable to access.",
Glitches galore! Quit working all together . It no longer opens.,
My 1 year old and 3 year old love ABCmouse! My 3 year old is extremely smart so he doesn't use it anymore the 3 year olds name is Finn and the 1 year olds name is Leah,
"Better than most classroom setting/multi-subject learning apps out there. Straightforward, encouraging, fun, safe, informative, useful and quality learning. I was really impressed, the only unfortunate part is that it is definitely geared specifically to the USA eg. the map is American only. When pressing on North America, my kiddos are unable to learn about their home in Canada. I would definitely like to see a more worldly version in the future, especially including a Canadian update.",
I totally recommend this app and I'm not being sarcastic it has everything your child needs so install it it's a very good app,
App won't run. Shows start up screen then closes out.,
I purchased 1 year membership but the app keeps freezing and crashing.,
"Love this app, only reason I'm not giving 5 stars is because app crashes everytime we open",
"Bit crowded, and funny how theres lots of options for poc children but only 2 white kids.",
ABCmouse is an excellent learning tool.,
I got this for my 2 year old but was using a phone so everything was small and difficult for her to tap on which was frustrating so I cancelled my subscription and was refunded (only used it for a day) I think this would work better on a larger screen. I will definitely be signing up again when she's much older.,
"I love ABCmouse, my 3-year-old has had it for two and a half years now. and her education is very accelerated and she has fun learning. The app has more than learning engagement exactly what the kids need.",
"It constantly crashes, making it impossible and frustrating for my kid to use it. When it works, he loves it, but I haven't been able to use it for weeks now. Help please!",
"I'm having issues with the app. When I open It just crashes, and I have deleted everything. I want to stop my subscription until it's resolved.",
Can't guide engagement. My kids stopped being interested in the actual content once they found they could feed the class hampster and change the kids clothes. It was quite irritating that I couldn't make them earn the ability to do either. I'd ask them to do math or reading and income back to them playing with the stupid hamster! Waste of money!!!!,
I had bought this two weeks ago. I have been unable to log in on any device. Requested a password changed recieved it and all it will ask me to download app which i have on my phone. I am even unable to download the app on any other devices .,
"My son is thriving while using abc mouse. Its building his confidence, and helping him become excited to learn. Thank you abc mouse for assisting me in creating a little life long learner.",
